Trait	nSNP	overall_p	mscomp	File_ID	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	SNP_number	Chip	Population	Collection	FDR.overall
J10_UPPERINFEC_FinnGen_FinnGenR7_1	1655	2.14095523077538e-10	PC8 (6e-09)	J10_UPPERINFEC_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	J10_UPPERINFEC	Acute upper respiratory infections (FinnGen)	INF	255610	53544	309154			European (Finnish)	FinnGen	7.14543808271283e-09
J10_VASOALLERRHIN_FinnGen_FinnGenR7_1	1655	2.0843997213363e-21	PC5 (7e-20)	J10_VASOALLERRHIN_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	J10_VASOALLERRHIN	Vasomotor and allergic rhinitis (FinnGen)	IMD	234924	11069	245993			European (Finnish)	FinnGen	2.76530363030616e-20
JIA_LopezIsac_33106285_1	1661	1.19388083397215e-06	PC5 (2e-06)	JIA_LopezIsac_33106285_1-hg38.tsv.gz	LopezIsac	2021	33106285	JIA	Juvenile Idiopathic Arthritis	IMD	9196	3305	12501		Illumina Infinium CoreExome and Infinium OmniExpress genotyping arrays	European (UK)		6.98771429295464e-06
JUVEN_ARTHR_FinnGen_FinnGenR7_1	1655	0.000574597722461479	PC9 (9e-04)	JUVEN_ARTHR_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	JUVEN_ARTHR	Juvenile arthritis (FINNGEN) (FinnGen)	IMD	238484	1203	239687			European (Finnish)	FinnGen	0.00213808203028481
K11_COELIAC_FinnGen_FinnGenR7_1	1655	0.00266630199179832	PC5 (2e-03)	K11_COELIAC_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	K11_COELIAC	Coeliac disease (FinnGen)	IMD	296917	2953	299870			European (Finnish)	FinnGen	0.00857140304732072
K11_CONSTIPATION_FinnGen_FinnGenR7_1	1655	0.000106981301903304	PC9 (2e-03)	K11_CONSTIPATION_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	K11_CONSTIPATION	Constipation (FinnGen)	OTH	282235	26919	309154			European (Finnish)	FinnGen	0.00280894495253803
K11_ENERCOLNONINF_FinnGen_FinnGenR7_1	1655	0.000330836349033362	PC8 (1e-04)	K11_ENERCOLNONINF_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	K11_ENERCOLNONINF	Noninfective enteritis and colitis (FinnGen)	IMD	296008	13146	309154			European (Finnish)	FinnGen	0.00133002895874018
K11_GIDISEASES_FinnGen_FinnGenR7_1	1655	0.000143151898179934	PC8 (8e-04)	K11_GIDISEASES_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	K11_GIDISEASES	Gastrointestinal diseases (FinnGen)	OTH	150043	159111	309154			European (Finnish)	FinnGen	0.00366468859340631
K11_IBD_FinnGen_FinnGenR7_1	1655	0.000589758471029624	PC8 (3e-04)	K11_IBD_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	300450	8704	309154			European (Finnish)	FinnGen	0.00217336918027584
K11_IBD_STRICT_FinnGen_FinnGenR7_1	1655	3.29075887905154e-06	PC8 (3e-04)	K11_IBD_STRICT_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	K11_IBD_STRICT	Inflammatory bowel disease, strict (require KELA) (FinnGen)	IMD	303191	5671	308862			European (Finnish)	FinnGen	1.84467892093312e-05
K11_KELAIBD_FinnGen_FinnGenR7_1	1655	8.68606251833227e-07	PC8 (2e-04)	K11_KELAIBD_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	K11_KELAIBD	IBD patients in KELA-register (FinnGen)	IMD	296008	5963	301971			European (Finnish)	FinnGen	5.23795891257007e-06
K11_KELAUC_FinnGen_FinnGenR7_1	1655	3.77908197745615e-05	PC8 (3e-04)	K11_KELAUC_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	K11_KELAUC	UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51) (FinnGen)	IMD	304728	4426	309154			European (Finnish)	FinnGen	0.000181213810485247
K11_REIMB_202_FinnGen_FinnGenR7_1	1655	4.77992998789172e-11	PC8 (7e-12)	K11_REIMB_202_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	K11_REIMB_202	KELA_REIMBURSEMENT_202 (FinnGen)	OTH	292944	16210	309154			European (Finnish)	FinnGen	4.66156981676297e-09
K11_UC_STRICT2_FinnGen_FinnGenR7_1	1655	0.000574810998091645	PC8 (6e-04)	K11_UC_STRICT2_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	K11_UC_STRICT2	Ulcerative colitis (Aki's strict definition, require KELA, min 2 HDR) (FinnGen)	IMD	304728	3868	308596			European (Finnish)	FinnGen	0.00213808203028481
K11_UC_STRICT_FinnGen_FinnGenR7_1	1655	0.000113264299253716	PC8 (4e-04)	K11_UC_STRICT_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	K11_UC_STRICT	Ulcerative colitis (Aki's strict definition, require KELA) (FinnGen)	IMD	304728	4024	308752			European (Finnish)	FinnGen	0.000506507765202011
K11_ULCER_FinnGen_FinnGenR7_1	1655	0.00150601358357233	PC9 (2e-03)	K11_ULCER_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	296008	6607	302615			European (Finnish)	FinnGen	0.00516718453673955
KELA_DIAB_INSUL_EXMORE_FinnGen_FinnGenR7_1	1655	1.29382493544513e-05	PC10 (8e-05)	KELA_DIAB_INSUL_EXMORE_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	KELA_DIAB_INSUL_EXMORE	Diabetes, insuline treatment (Kela reimbursement) (more controls excluded) (FinnGen)	OTH	255500	41247	296747			European (Finnish)	FinnGen	0.000481773357780296
KELA_DIAB_INSUL_FinnGen_FinnGenR7_1	1655	4.31244085077638e-05	PC10 (1e-04)	KELA_DIAB_INSUL_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	KELA_DIAB_INSUL	Diabetes, insuline treatment (Kela reimbursement) (FinnGen)	OTH	267907	41247	309154			European (Finnish)	FinnGen	0.00129880571505736
L12_ATOPIC_FinnGen_FinnGenR7_1	1655	3.27015175539477e-09	PC5 (6e-10)	L12_ATOPIC_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	L12_ATOPIC	Atopic dermatitis (FinnGen)	IMD	278795	10277	289072			European (Finnish)	FinnGen	2.50292384355215e-08
L12_DERMATHERP_FinnGen_FinnGenR7_1	1655	0.00013790760923006	PC6 (1e-03)	L12_DERMATHERP_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	L12_DERMATHERP	Dermatitis herpetiformis (FinnGen)	IMD	308031	401	308432			European (Finnish)	FinnGen	0.00060985809415071
L12_DERMATITISECZEMA_FinnGen_FinnGenR7_1	1655	6.95366810958867e-12	PC5 (1e-10)	L12_DERMATITISECZEMA_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	L12_DERMATITISECZEMA	Dermatitis and eczema (FinnGen)	IMD	278795	30359	309154			European (Finnish)	FinnGen	6.2858295150925e-11
L12_DERMATITISNAS_FinnGen_FinnGenR7_1	1655	1.30409848927118e-08	PC5 (5e-07)	L12_DERMATITISNAS_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	L12_DERMATITISNAS	Other and unspecified dermatitis (FinnGen)	OTH	278795	16059	294854			European (Finnish)	FinnGen	8.90264568675792e-07
L12_DERM_NAS_FinnGen_FinnGenR7_1	1655	3.8131070149851e-07	PC5 (2e-06)	L12_DERM_NAS_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	L12_DERM_NAS	Other and unspecified dermatitis (FinnGen)	OTH	278795	13069	291864			European (Finnish)	FinnGen	2.29683622549691e-05
L12_SKIN_FinnGen_FinnGenR7_1	1655	5.86214195323146e-10	PC5 (1e-06)	L12_SKIN_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	L12_SKIN	Diseases of the skin and subcutaneous tissue (FinnGen)	OTH	231820	77334	309154			European (Finnish)	FinnGen	4.61756412316078e-08
LADA_Cousminer_30254083_1	1658	9.38989780691474e-05	PC8 (1e-03)	LADA_Cousminer_30254083_1-hg38.tsv.gz	Cousminer	2018	30254083	LADA	Latent Autoimmune Diabetes in Adults	IMD	5947	2634	8581	5194099		European		0.000429560842201387
LB19C_Ferreira_20045101_1	1645	0.00185930323780629	PC9 (1e-03)	LB19C_Ferreira_20045101_1-hg38.tsv.gz	Ferreira	2010	20045101	LB19C	CD19+ B-lymphocyte count	BC	2538	0	2538	2354458	Illumina 610-Quad BeadChip	European (Australian)		0.00203637973664498
LDLD_SinnottArmstrong_33462484_1	1640	1.79907547521684e-47	PC1 (8e-23)	LDLD_SinnottArmstrong_33462484_1-hg38.tsv.gz	SinnottArmstrong	2021	33462484	LDLD	LDL cholesterol	BMK	362516	0	362516		Multiple (UKBB data & others)	Trans-ethnic	UKBB	4.26380887626391e-46
LEUC_Chen_32888493_1	1661	6.84641883756861e-08	PC11 (1e-05)	LEUC_Chen_32888493_1-hg38.tsv.gz	Chen	2020	32888493	LEUC	Leukocyte/ White blood cell count	BC	8476	0	8476		Multiple (See publication)	African		8.16498839147071e-08
LEUC_Chen_32888493_2	1661	0	PC2 (0e+00)	LEUC_Chen_32888493_2-hg38.tsv.gz	Chen	2020	32888493	LEUC	Leukocyte/ White blood cell count	BC	613418	0	613418		Multiple (See publication)	European (Inc. UKBB)		0
LEUC_Chen_32888493_4	1660	1.04369210780119e-32	PC2 (1e-24)	LEUC_Chen_32888493_4-hg38.tsv.gz	Chen	2020	32888493	LEUC	Leukocyte/ White blood cell count	BC	9370	0	9370		Multiple (See publication)	Latin American (Hispanic American / Latinos)		1.6314022267572e-32
LEUC_Chen_32888493_5	1661	0	PC2 (0e+00)	LEUC_Chen_32888493_5-hg38.tsv.gz	Chen	2020	32888493	LEUC	Leukocyte/ White blood cell count	BC	798128	0	798128		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
LEUC_Chen_32888493_6	1661	0	PC2 (3e-282)	LEUC_Chen_32888493_6-hg38.tsv.gz	Chen	2020	32888493	LEUC	Leukocyte/ White blood cell count	BC	798128	0	798128		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
LEUC_Ferreira_19853236_1	1332	3.65582768508471e-18	PC2 (4e-16)	LEUC_Ferreira_19853236_1-hg38.tsv.gz	Ferreira	2009	19853236	LEUC	Leukocyte/ White blood cell count	BC	6015	0	6015	1872254	Illumina (Australian cohort) and Perlegen (Dutch cohort) chips	European (Dutch + Australian)		5.07403670085033e-18
LEUC_Kanai_29403010_1	1515	4.45655922732448e-146	PC2 (6e-87)	LEUC_Kanai_29403010_1-hg38.tsv.gz	Kanai	2018	29403010	LEUC	Leukocyte/ White blood cell count	BC	107964	0	107964	6108953	Illumina HumanOmniExpressExome BeadChip	East Asian (Japanese)	Jenger Riken	8.8580992049289e-146
LEUC_Sakaue_doi1011012020102320213652_1	1562	4.52266969841423e-73	PC11 (1e-08)	LEUC_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	LEUC	Leukocyte/ White blood cell count	BC	154355	0	154355		HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	8.18145866791788e-73
LEUC_Vuckovic_32888494_1	1661	0	PC2 (0e+00)	LEUC_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	LEUC	Leukocyte/ White blood cell count	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
LOX1_Folkersen_33067605_1	1661	2.56533732406429e-20	PC2 (1e-19)	LOX1_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	LOX1	Lectin-like oxidized LDL receptor 1 (LOX) levels	BMK	21758	0	21758		Multiple (see paper)	European		3.92248352131121e-19
LYMC_Chen_32888493_1	1661	1.08990943975168e-10	PC9 (1e-08)	LYMC_Chen_32888493_1-hg38.tsv.gz	Chen	2020	32888493	LYMC	Lymphocyte Count	BC	6910	0	6910		Multiple (See publication)	African		1.36027457209318e-10
LYMC_Chen_32888493_2	1661	0	PC8 (0e+00)	LYMC_Chen_32888493_2-hg38.tsv.gz	Chen	2020	32888493	LYMC	Lymphocyte Count	BC	573584	0	573584		Multiple (See publication)	European (Inc. UKBB)		0
LYMC_Chen_32888493_4	1660	1.06077933277981e-15	PC9 (5e-16)	LYMC_Chen_32888493_4-hg38.tsv.gz	Chen	2020	32888493	LYMC	Lymphocyte Count	BC	7545	0	7545		Multiple (See publication)	Latin American (Hispanic American / Latinos)		1.41145018659132e-15
LYMC_Chen_32888493_5	1661	0	PC8 (0e+00)	LYMC_Chen_32888493_5-hg38.tsv.gz	Chen	2020	32888493	LYMC	Lymphocyte Count	BC	692006	0	692006		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
LYMC_Chen_32888493_6	1661	1.11253742360432e-308	PC9 (4e-193)	LYMC_Chen_32888493_6-hg38.tsv.gz	Chen	2020	32888493	LYMC	Lymphocyte Count	BC	692006	0	692006		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		1.11253803467673e-308
LYMC_Ferreira_19853236_1	1332	3.11774947849108e-12	PC8 (8e-11)	LYMC_Ferreira_19853236_1-hg38.tsv.gz	Ferreira	2009	19853236	LYMC	Lymphocyte Count	BC	6015	0	6015	1872254	Illumina (Australian cohort) and Perlegen (Dutch cohort) chips	European (Dutch + Australian)		3.98379100029416e-12
LYMC_Kanai_29403010_1	1515	3.37535245333165e-56	PC9 (4e-33)	LYMC_Kanai_29403010_1-hg38.tsv.gz	Kanai	2018	29403010	LYMC	Lymphocyte Count	BC	62076	0	62076	6108953	Illumina HumanOmniExpressExome BeadChip	East Asian (Japanese)	Jenger Riken	5.90686679333039e-56
LYMC_Sakaue_doi1011012020102320213652_1	1562	1.43388225343523e-28	PC9 (3e-09)	LYMC_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	LYMC	Lymphocyte Count	BC	95717	0	95717		HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	2.19861945526735e-28
LYMC_Vuckovic_32888494_1	1661	0	PC8 (0e+00)	LYMC_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	LYMC	Lymphocyte Count	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
LYMPL_Vuckovic_32888494_1	1661	0	PC2 (0e+00)	LYMPL_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	LYMPL	Lymphocyte percentage of Leukocytes	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
M13_GOUT_FinnGen_FinnGenR7_1	1655	1.37782057961086e-05	PC2 (5e-05)	M13_GOUT_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	M13_GOUT	Gout (FinnGen)	IMD	202617	6031	208648			European (Finnish)	FinnGen	6.85465738356403e-05
M13_JUVEARTH_FinnGen_FinnGenR7_1	1655	0.00130824760713064	PC9 (4e-04)	M13_JUVEARTH_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	M13_JUVEARTH	Other juvenile arthritis (FinnGen)	IMD	202617	1023	203640			European (Finnish)	FinnGen	0.00456739076875434
M13_POLYARTHROPATHIES_FinnGen_FinnGenR7_1	1655	3.09188727991334e-10	PC11 (6e-07)	M13_POLYARTHROPATHIES_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	M13_POLYARTHROPATHIES	Polyarthropathies (FinnGen)	OTH	202617	24310	226927			European (Finnish)	FinnGen	2.53287405970501e-08
M13_RHEUMA_FinnGen_FinnGenR7_1	1655	4.16517763012892e-07	PC8 (4e-06)	M13_RHEUMA_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	M13_RHEUMA	Rheumatoid arthritis (FinnGen)	IMD	202617	9855	212472			European (Finnish)	FinnGen	2.55037030275586e-06
M13_RHEUMA_INCLAVO_FinnGen_FinnGenR7_1	1655	3.67790298894086e-08	PC8 (1e-07)	M13_RHEUMA_INCLAVO_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	M13_RHEUMA_INCLAVO	Rheumatoid arthritis, including avohilmo (FinnGen)	IMD	298550	10604	309154			European (Finnish)	FinnGen	2.52380239585942e-07
M13_SLE_FinnGen_FinnGenR7_1	1655	4.81884154999158e-05	PC9 (2e-04)	M13_SLE_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	M13_SLE	Systemic lupus erythematosus (FinnGen)	IMD	300162	835	300997			European (Finnish)	FinnGen	0.000228321302011506
M13_SYSTCONNECT_FinnGen_FinnGenR7_1	1655	2.00489678893605e-05	PC8 (3e-06)	M13_SYSTCONNECT_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	M13_SYSTCONNECT	Systemic connective tissue disorders (FinnGen)	OTH	300162	8992	309154			European (Finnish)	FinnGen	0.000687125210267587
MCHC_Chen_32888493_1	1661	4.24835214780301e-05	PC7 (6e-08)	MCHC_Chen_32888493_1-hg38.tsv.gz	Chen	2020	32888493	MCHC	Mean corpuscular hemoglobin concentration	BC	6180	0	6180		Multiple (See publication)	African		4.8167936323682e-05
MCHC_Chen_32888493_2	1661	0	PC7 (0e+00)	MCHC_Chen_32888493_2-hg38.tsv.gz	Chen	2020	32888493	MCHC	Mean corpuscular hemoglobin concentration	BC	541933	0	541933		Multiple (See publication)	European (Inc. UKBB)		0
MCHC_Chen_32888493_4	1659	6.53364517752095e-06	PC7 (4e-06)	MCHC_Chen_32888493_4-hg38.tsv.gz	Chen	2020	32888493	MCHC	Mean corpuscular hemoglobin concentration	BC	3518	0	3518		Multiple (See publication)	Latin American (Hispanic American / Latinos)		7.51369195414909e-06
MCHC_Chen_32888493_5	1661	0	PC7 (0e+00)	MCHC_Chen_32888493_5-hg38.tsv.gz	Chen	2020	32888493	MCHC	Mean corpuscular hemoglobin concentration	BC	692483	0	692483		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
MCHC_Chen_32888493_6	1661	5.80955263754132e-254	PC7 (2e-120)	MCHC_Chen_32888493_6-hg38.tsv.gz	Chen	2020	32888493	MCHC	Mean corpuscular hemoglobin concentration	BC	692483	0	692483		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		1.23070786137388e-253
MCHC_Ferreira_19853236_1	1332	1.62472741758908e-16	PC7 (4e-11)	MCHC_Ferreira_19853236_1-hg38.tsv.gz	Ferreira	2009	19853236	MCHC	Mean corpuscular hemoglobin concentration	BC	6015	0	6015	1872254	Illumina (Australian cohort) and Perlegen (Dutch cohort) chips	European (Dutch + Australian)		2.17984261859868e-16
MCHC_Kanai_29403010_1	1515	2.2119180917142e-129	PC7 (3e-92)	MCHC_Kanai_29403010_1-hg38.tsv.gz	Kanai	2018	29403010	MCHC	Mean corpuscular hemoglobin concentration	BC	108728	0	108728	6108953	Illumina HumanOmniExpressExome BeadChip	East Asian (Japanese)	Jenger Riken	4.29058810561429e-129
MCHC_Sakaue_doi1011012020102320213652_1	1562	0	PC7 (3e-188)	MCHC_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	MCHC	Mean corpuscular hemoglobin concentration	BC	135482	0	135482		HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	0
MCHC_Vuckovic_32888494_1	1661	0	PC7 (0e+00)	MCHC_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	MCHC	Mean corpuscular hemoglobin concentration	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
MCH_Chen_32888493_1	1661	4.95897437803906e-19	PC7 (5e-13)	MCH_Chen_32888493_1-hg38.tsv.gz	Chen	2020	32888493	MCH	Mean Corpuscular Hemoglobin	BC	5388	0	5388		Multiple (See publication)	African		7.00346381459902e-19
MCH_Chen_32888493_2	1661	0	PC1 (0e+00)	MCH_Chen_32888493_2-hg38.tsv.gz	Chen	2020	32888493	MCH	Mean Corpuscular Hemoglobin	BC	567054	0	567054		Multiple (See publication)	European (Inc. UKBB)		0
MCH_Chen_32888493_3	1649	0.000971806476649066	PC1 (2e-03)	MCH_Chen_32888493_3-hg38.tsv.gz	Chen	2020	32888493	MCH	Mean Corpuscular Hemoglobin	BC	119629	0	119629		Multiple (See publication)	East Asian		0.00107164960781164
MCH_Chen_32888493_4	1659	8.7640824475692e-12	PC7 (6e-12)	MCH_Chen_32888493_4-hg38.tsv.gz	Chen	2020	32888493	MCH	Mean Corpuscular Hemoglobin	BC	3518	0	3518		Multiple (See publication)	Latin American (Hispanic American / Latinos)		1.10235724535831e-11
MCH_Chen_32888493_5	1661	0	PC1 (0e+00)	MCH_Chen_32888493_5-hg38.tsv.gz	Chen	2020	32888493	MCH	Mean Corpuscular Hemoglobin	BC	710291	0	710291		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
MCH_Chen_32888493_6	1661	0	PC7 (0e+00)	MCH_Chen_32888493_6-hg38.tsv.gz	Chen	2020	32888493	MCH	Mean Corpuscular Hemoglobin	BC	710291	0	710291		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
MCH_Ferreira_19853236_1	1332	1.62104061339469e-33	PC7 (7e-26)	MCH_Ferreira_19853236_1-hg38.tsv.gz	Ferreira	2009	19853236	MCH	Mean Corpuscular Hemoglobin	BC	6015	0	6015	1872254	Illumina (Australian cohort) and Perlegen (Dutch cohort) chips	European (Dutch + Australian)		2.55870136035828e-33
MCH_Kanai_29403010_1	1515	0	PC7 (6e-268)	MCH_Kanai_29403010_1-hg38.tsv.gz	Kanai	2018	29403010	MCH	Mean Corpuscular Hemoglobin	BC	108054	0	108054	6108953	Illumina HumanOmniExpressExome BeadChip	East Asian (Japanese)	Jenger Riken	0
MCH_Sakaue_doi1011012020102320213652_1	1562	6.78564766429077e-110	PC7 (2e-60)	MCH_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	MCH	Mean Corpuscular Hemoglobin	BC	128028	0	128028		HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	1.30058246898906e-109
MCH_Vuckovic_32888494_1	1661	0	PC1 (0e+00)	MCH_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	MCH	Mean Corpuscular Hemoglobin	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
MCP1_Folkersen_33067605_1	1661	0.00039943138396705	PC11 (6e-04)	MCP1_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	MCP1	Monocyte chemotactic protein-1 (CCL2, MCP1) levels	BMK	21758	0	21758		Multiple (see paper)	European		0.00249119047368923
MIP1B_Folkersen_33067605_1	1661	9.01871442298818e-06	PC3 (2e-04)	MIP1B_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	MIP1B	Macrophage inflammatory protein-1β (CCL4, MIP1b) levels	BMK	21758	0	21758		Multiple (see paper)	European		7.77249206635709e-05
MLSN_Folkersen_33067605_1	1661	8.27806926086473e-09	PC3 (3e-14)	MLSN_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	MLSN	Melusin (ITGB1BP2) levels	BMK	21758	0	21758		Multiple (see paper)	European		9.34239245154734e-08
MMP10_Folkersen_33067605_1	1661	4.95172491917132e-05	PC8 (9e-04)	MMP10_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	MMP10	Matrix metalloproteinase-10 (MMP-10, Stromelysin-2) levels	BMK	21758	0	21758		Multiple (see paper)	European		0.000361095017182647
MMP1_Folkersen_33067605_1	1661	2.82066691417324e-09	PC8 (1e-06)	MMP1_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	MMP1	Matrix metalloproteinase-1 (MMP-1) levels	BMK	21758	0	21758		Multiple (see paper)	European		3.42819517261055e-08
MONC_Chen_32888493_1	1661	1.55314594320061e-20	PC6 (2e-24)	MONC_Chen_32888493_1-hg38.tsv.gz	Chen	2020	32888493	MONC	Monocyte Count	BC	6908	0	6908		Multiple (See publication)	African		2.25276123293061e-20
MONC_Chen_32888493_2	1661	0	PC6 (0e+00)	MONC_Chen_32888493_2-hg38.tsv.gz	Chen	2020	32888493	MONC	Monocyte Count	BC	570539	0	570539		Multiple (See publication)	European (Inc. UKBB)		0
MONC_Chen_32888493_4	1660	2.66496190686587e-35	PC6 (7e-31)	MONC_Chen_32888493_4-hg38.tsv.gz	Chen	2020	32888493	MONC	Monocyte Count	BC	7545	0	7545		Multiple (See publication)	Latin American (Hispanic American / Latinos)		4.24810759411292e-35
MONC_Chen_32888493_5	1661	0	PC6 (0e+00)	MONC_Chen_32888493_5-hg38.tsv.gz	Chen	2020	32888493	MONC	Monocyte Count	BC	688622	0	688622		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
MONC_Chen_32888493_6	1661	0	PC6 (0e+00)	MONC_Chen_32888493_6-hg38.tsv.gz	Chen	2020	32888493	MONC	Monocyte Count	BC	688622	0	688622		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
MONC_Ferreira_19853236_1	1332	2.26906551095843e-20	PC6 (2e-21)	MONC_Ferreira_19853236_1-hg38.tsv.gz	Ferreira	2009	19853236	MONC	Monocyte Count	BC	6015	0	6015	1872254	Illumina (Australian cohort) and Perlegen (Dutch cohort) chips	European (Dutch + Australian)		3.26178167200274e-20
MONC_Kanai_29403010_1	1515	7.85155699754444e-132	PC6 (4e-119)	MONC_Kanai_29403010_1-hg38.tsv.gz	Kanai	2018	29403010	MONC	Monocyte Count	BC	62076	0	62076	6108953	Illumina HumanOmniExpressExome BeadChip	East Asian (Japanese)	Jenger Riken	1.54158619098129e-131
MONC_Sakaue_doi1011012020102320213652_1	1562	1.05083374945964e-64	PC6 (4e-09)	MONC_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	MONC	Monocyte Count	BC	95119	0	95119		HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	1.85916740289013e-64
MONC_Vuckovic_32888494_1	1661	0	PC6 (0e+00)	MONC_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	MONC	Monocyte Count	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
MONPL_Vuckovic_32888494_1	1661	0	PC2 (0e+00)	MONPL_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	MONPL	Monocyte percentage of leukocytes	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
